file,energy_before_eV,energy_after_eV,delta_energy_eV,energy_per_atom_eV,natoms,formula,relaxed_file
struct_0223.cif,-100.277565,-100.31939,-0.04182434,-7.716876,13,Ca2O8Si2Ti,struct_0223_relaxed.cif
struct_0224.cif,-55.75492,-55.86854,-0.11362076,-6.9835677,8,Ca2O4SiTi,struct_0224_relaxed.cif
struct_0225.cif,-50.75634,-51.172497,-0.41615677,-6.396562,8,Ca2O2Si2Ti2,struct_0225_relaxed.cif
struct_0226.cif,-25.53514,-25.970943,-0.43580437,-6.492736,4,CaO2Si,struct_0226_relaxed.cif
struct_0227.cif,-66.815414,-66.82229,-0.0068740845,-7.424699,9,CaO6SiTi,struct_0227_relaxed.cif
struct_0228.cif,-77.08236,-77.08402,-0.001663208,-7.708402,10,Ca2O6SiTi,struct_0228_relaxed.cif
struct_0229.cif,-48.26424,-48.491287,-0.22704697,-6.061411,8,Ca2O2Si2Ti2,struct_0229_relaxed.cif
struct_0230.cif,-75.57072,-77.102715,-1.5319977,-7.009338,11,Ca2O6Si2Ti,struct_0230_relaxed.cif
struct_0231.cif,-33.58306,-33.58314,-8.010864e-05,-6.716628,5,CaOSiTi2,struct_0231_relaxed.cif
struct_0232.cif,-66.80505,-66.810135,-0.0050811768,-7.4233484,9,CaO6SiTi,struct_0232_relaxed.cif
struct_0233.cif,-87.786125,-87.79164,-0.0055160522,-7.981058,11,CaO7Si2Ti,struct_0233_relaxed.cif
struct_0234.cif,-89.90175,-89.95951,-0.057762146,-7.496626,12,CaO8Si2Ti,struct_0234_relaxed.cif
struct_0235.cif,-26.264824,-26.285505,-0.020681381,-6.5713763,4,CaOSiTi,struct_0235_relaxed.cif
struct_0236.cif,-77.08419,-77.08564,-0.001449585,-7.708564,10,Ca2O6SiTi,struct_0236_relaxed.cif
struct_0237.cif,-50.989708,-51.073807,-0.084098816,-6.384226,8,CaOSi4Ti2,struct_0237_relaxed.cif
struct_0238.cif,-88.52991,-88.938446,-0.40853882,-7.411537,12,CaO8Si2Ti,struct_0238_relaxed.cif
struct_0239.cif,-153.33447,-153.37486,-0.040390015,-7.668743,20,Ca4O12Si2Ti2,struct_0239_relaxed.cif
struct_0240.cif,-88.52771,-88.56633,-0.038619995,-7.3805275,12,CaO8Si2Ti,struct_0240_relaxed.cif
struct_0241.cif,-76.97174,-76.97207,-0.00032806396,-7.697207,10,Ca2O6SiTi,struct_0241_relaxed.cif
struct_0242.cif,-128.81851,-128.82295,-0.0044403076,-8.0514345,16,Ca2O10Si2Ti2,struct_0242_relaxed.cif
struct_0243.cif,-152.04388,-152.16872,-0.12483215,-7.6084356,20,Ca3O12Si4Ti,struct_0243_relaxed.cif
struct_0244.cif,-128.82394,-128.82945,-0.005508423,-8.051841,16,Ca2O10Si2Ti2,struct_0244_relaxed.cif
struct_0245.cif,-33.597866,-33.59791,-4.5776367e-05,-6.7195826,5,CaOSiTi2,struct_0245_relaxed.cif
struct_0246.cif,-15.043853,-15.067389,-0.023535728,-5.022463,3,CaSiTi,struct_0246_relaxed.cif
struct_0247.cif,-72.460365,-72.46076,-0.00039672852,-7.246076,10,Ca2O6Si2,struct_0247_relaxed.cif
struct_0248.cif,-16.889462,-16.893991,-0.004529953,-5.6313305,3,CaOSi,struct_0248_relaxed.cif
struct_0249.cif,-25.443596,-25.469252,-0.025655746,-6.367313,4,CaOSiTi,struct_0249_relaxed.cif
struct_0250.cif,-66.816765,-66.82071,-0.003944397,-7.4245234,9,CaO6SiTi,struct_0250_relaxed.cif
struct_0251.cif,-39.06726,-39.123993,-0.056732178,-6.5206656,6,CaO2Si2Ti,struct_0251_relaxed.cif
struct_0252.cif,-116.88401,-116.91368,-0.029670715,-8.350977,14,CaO9SiTi3,struct_0252_relaxed.cif
struct_0253.cif,-15.343674,-15.343765,-9.1552734e-05,-5.1145883,3,CaSiTi,struct_0253_relaxed.cif
struct_0254.cif,-39.34923,-39.358818,-0.009586334,-6.559803,6,CaO4Si,struct_0254_relaxed.cif
struct_0255.cif,-23.452703,-23.454405,-0.001701355,-4.690881,5,Ca2Si2Ti,struct_0255_relaxed.cif
struct_0256.cif,-128.82425,-128.8283,-0.004043579,-8.051768,16,Ca2O10Si2Ti2,struct_0256_relaxed.cif
struct_0257.cif,-40.977844,-40.979588,-0.0017433167,-6.8299313,6,CaOSi2Ti2,struct_0257_relaxed.cif
struct_0258.cif,-77.07468,-77.07857,-0.0038909912,-7.7078567,10,Ca2O6SiTi,struct_0258_relaxed.cif
struct_0259.cif,-77.068184,-77.07785,-0.009666443,-7.707785,10,Ca2O6SiTi,struct_0259_relaxed.cif
struct_0260.cif,-23.377151,-23.391727,-0.014575958,-5.847932,4,CaOSi2,struct_0260_relaxed.cif
struct_0261.cif,-23.258253,-23.290432,-0.03217888,-5.822608,4,CaOSi2,struct_0261_relaxed.cif
struct_0262.cif,-128.82393,-128.83005,-0.0061187744,-8.051878,16,Ca2O10Si2Ti2,struct_0262_relaxed.cif
struct_0263.cif,-25.553457,-25.563675,-0.010217667,-6.3909187,4,CaO2Si,struct_0263_relaxed.cif
struct_0264.cif,-43.4719,-43.487522,-0.015621185,-6.212503,7,Ca2OSi2Ti2,struct_0264_relaxed.cif
struct_0265.cif,-152.04729,-152.15646,-0.109176636,-7.6078234,20,Ca3O12Si4Ti,struct_0265_relaxed.cif
struct_0266.cif,-66.809845,-66.81896,-0.009117126,-7.4243293,9,CaO6SiTi,struct_0266_relaxed.cif
struct_0267.cif,-25.431974,-25.461956,-0.029981613,-6.365489,4,CaOSiTi,struct_0267_relaxed.cif
struct_0268.cif,-125.00311,-126.41115,-1.4080353,-7.9006968,16,CaO10Si3Ti2,struct_0268_relaxed.cif
struct_0269.cif,-76.97511,-76.97535,-0.00023651123,-7.697535,10,Ca2O6SiTi,struct_0269_relaxed.cif
struct_0270.cif,-40.96642,-40.97081,-0.0043907166,-6.8284683,6,CaOSi2Ti2,struct_0270_relaxed.cif
struct_0271.cif,-61.533516,-61.54707,-0.013553619,-6.8385634,9,Ca2O2Si2Ti3,struct_0271_relaxed.cif
struct_0272.cif,-72.88012,-72.99741,-0.11729431,-7.2997413,10,CaO3Si2Ti4,struct_0272_relaxed.cif
struct_0273.cif,-40.978107,-40.981705,-0.0035972595,-6.830284,6,CaOSi2Ti2,struct_0273_relaxed.cif
struct_0274.cif,-50.761864,-51.1709,-0.40903473,-6.3963623,8,Ca2O2Si2Ti2,struct_0274_relaxed.cif
struct_0275.cif,-117.26256,-117.30064,-0.038078308,-7.8200426,15,Ca3O9SiTi2,struct_0275_relaxed.cif
struct_0276.cif,-90.37703,-90.4004,-0.023368835,-7.5333667,12,CaO8Si2Ti,struct_0276_relaxed.cif
struct_0277.cif,-21.277603,-21.277779,-0.00017547607,-4.2555556,5,Ca2Si2Ti,struct_0277_relaxed.cif
struct_0278.cif,-34.63244,-35.062218,-0.42977905,-5.843703,6,CaO2Si3,struct_0278_relaxed.cif
struct_0279.cif,-49.485374,-50.08246,-0.59708405,-6.2603073,8,CaO2Si3Ti2,struct_0279_relaxed.cif
struct_0280.cif,-43.483288,-43.49842,-0.015132904,-6.2140603,7,Ca2OSi2Ti2,struct_0280_relaxed.cif
struct_0281.cif,-112.59608,-112.99196,-0.39588165,-7.5327973,15,CaO10Si3Ti,struct_0281_relaxed.cif
struct_0282.cif,-25.44959,-25.472483,-0.022891998,-6.3681207,4,CaOSiTi,struct_0282_relaxed.cif
struct_0283.cif,-31.09153,-31.108967,-0.017436981,-7.7772417,4,O2SiTi,struct_0283_relaxed.cif
struct_0284.cif,-88.525406,-88.58702,-0.06161499,-7.3822517,12,CaO8Si2Ti,struct_0284_relaxed.cif
struct_0285.cif,-23.537693,-23.699425,-0.16173172,-5.924856,4,CaO2Si,struct_0285_relaxed.cif
struct_0286.cif,-87.780594,-87.78661,-0.0060195923,-7.9806013,11,CaO7Si2Ti,struct_0286_relaxed.cif
struct_0287.cif,-40.97608,-40.979816,-0.0037345886,-6.8299694,6,CaOSi2Ti2,struct_0287_relaxed.cif
struct_0288.cif,-86.43018,-88.46138,-2.0311966,-7.371782,12,Ca2O7Si2Ti,struct_0288_relaxed.cif
struct_0289.cif,-31.103722,-31.129017,-0.025295258,-7.782254,4,O2SiTi,struct_0289_relaxed.cif
struct_0290.cif,-90.89423,-91.00573,-0.11149597,-7.583811,12,Ca2O7SiTi2,struct_0290_relaxed.cif
struct_0291.cif,-38.99556,-39.15038,-0.15481949,-6.525063,6,CaO3Si2,struct_0291_relaxed.cif
struct_0292.cif,-38.712784,-38.748943,-0.036159515,-6.458157,6,Ca2O2SiTi,struct_0292_relaxed.cif
struct_0293.cif,-155.66583,-155.81158,-0.14575195,-7.7905793,20,Ca2O12Si4Ti2,struct_0293_relaxed.cif
struct_0294.cif,-87.78225,-87.79067,-0.008422852,-7.9809704,11,CaO7Si2Ti,struct_0294_relaxed.cif
struct_0295.cif,-23.103249,-23.139954,-0.036705017,-5.7849884,4,CaOSi2,struct_0295_relaxed.cif
struct_0296.cif,-50.699642,-51.149582,-0.44993973,-6.3936977,8,Ca2O2Si2Ti2,struct_0296_relaxed.cif
struct_0297.cif,-66.81741,-66.82144,-0.0040283203,-7.4246044,9,CaO6SiTi,struct_0297_relaxed.cif
struct_0298.cif,-52.544098,-52.77584,-0.23174286,-6.59698,8,Ca2O2Si2Ti2,struct_0298_relaxed.cif
struct_0299.cif,-88.52747,-88.936264,-0.4087906,-7.4113555,12,CaO8Si2Ti,struct_0299_relaxed.cif
struct_0300.cif,-90.36862,-90.38873,-0.020111084,-7.5323944,12,CaO8Si2Ti,struct_0300_relaxed.cif
struct_0301.cif,-77.06931,-77.07665,-0.0073394775,-7.7076654,10,Ca2O6SiTi,struct_0301_relaxed.cif
struct_0302.cif,-87.08773,-87.14132,-0.053588867,-7.921938,11,CaO7Si2Ti,struct_0302_relaxed.cif
struct_0303.cif,-116.52086,-117.82919,-1.3083344,-7.8552794,15,Ca2O9Si2Ti2,struct_0303_relaxed.cif
struct_0304.cif,-79.95263,-80.11266,-0.16003418,-8.011267,10,CaO6SiTi2,struct_0304_relaxed.cif
struct_0305.cif,-43.479713,-43.491882,-0.012168884,-6.213126,7,Ca2OSi2Ti2,struct_0305_relaxed.cif
struct_0306.cif,-39.582664,-39.63507,-0.05240631,-6.605845,6,CaOSi2Ti2,struct_0306_relaxed.cif
struct_0307.cif,-31.043095,-31.065197,-0.022102356,-7.7662992,4,O2SiTi,struct_0307_relaxed.cif
struct_0308.cif,-39.728188,-39.763725,-0.03553772,-6.6272874,6,CaO2Si2Ti,struct_0308_relaxed.cif
struct_0309.cif,-91.21762,-91.35934,-0.141716,-7.613278,12,CaO8SiTi2,struct_0309_relaxed.cif
struct_0310.cif,-128.82623,-128.8309,-0.0046691895,-8.051931,16,Ca2O10Si2Ti2,struct_0310_relaxed.cif
struct_0311.cif,-114.82988,-115.396286,-0.56640625,-7.212268,16,Ca4O9Si2Ti,struct_0311_relaxed.cif
struct_0312.cif,-88.52272,-88.942116,-0.41939545,-7.411843,12,CaO8Si2Ti,struct_0312_relaxed.cif
struct_0313.cif,-25.440123,-25.463406,-0.023283005,-6.3658514,4,CaOSiTi,struct_0313_relaxed.cif
struct_0314.cif,-24.056387,-24.905205,-0.8488178,-6.226301,4,CaO2Si,struct_0314_relaxed.cif
struct_0315.cif,-40.964222,-40.966873,-0.0026512146,-6.827812,6,CaOSi2Ti2,struct_0315_relaxed.cif
struct_0316.cif,-24.90098,-24.929276,-0.028295517,-6.232319,4,O3Si,struct_0316_relaxed.cif
struct_0317.cif,-45.266453,-45.284348,-0.017894745,-7.5473914,6,O2Si2Ti2,struct_0317_relaxed.cif
struct_0318.cif,-25.832191,-25.848503,-0.016311646,-6.462126,4,CaOSiTi,struct_0318_relaxed.cif
struct_0319.cif,-50.733395,-51.164993,-0.43159866,-6.395624,8,Ca2O2Si2Ti2,struct_0319_relaxed.cif
struct_0320.cif,-22.935356,-22.957159,-0.021802902,-5.7392898,4,CaOSi2,struct_0320_relaxed.cif
struct_0321.cif,-87.773735,-87.784004,-0.010269165,-7.980364,11,CaO7Si2Ti,struct_0321_relaxed.cif
struct_0322.cif,-66.814896,-66.82134,-0.0064468384,-7.4245934,9,CaO6SiTi,struct_0322_relaxed.cif
struct_0323.cif,-88.528564,-88.53764,-0.0090789795,-7.378137,12,CaO8Si2Ti,struct_0323_relaxed.cif
struct_0324.cif,-128.82231,-128.82579,-0.003479004,-8.051612,16,Ca2O10Si2Ti2,struct_0324_relaxed.cif
struct_0325.cif,-88.52905,-88.95213,-0.42308044,-7.412678,12,CaO8Si2Ti,struct_0325_relaxed.cif
struct_0326.cif,-90.82964,-90.87001,-0.040367126,-8.26091,11,CaO7SiTi2,struct_0326_relaxed.cif
struct_0327.cif,-75.63237,-75.674194,-0.04182434,-7.5674195,10,Ca2O6SiTi,struct_0327_relaxed.cif
struct_0328.cif,-69.06119,-69.18084,-0.119651794,-7.68676,9,CaO5SiTi2,struct_0328_relaxed.cif
struct_0329.cif,-77.06997,-77.077415,-0.007446289,-7.7077417,10,Ca2O6SiTi,struct_0329_relaxed.cif
struct_0330.cif,-85.80716,-86.062454,-0.2552948,-6.1473184,14,Ca4O3Si4Ti3,struct_0330_relaxed.cif
struct_0331.cif,-88.52913,-88.94248,-0.41335297,-7.4118733,12,CaO8Si2Ti,struct_0331_relaxed.cif
struct_0332.cif,-93.305916,-93.74553,-0.43961334,-7.8121276,12,CaO7Si2Ti2,struct_0332_relaxed.cif
struct_0333.cif,-25.421082,-25.458153,-0.037071228,-6.364538,4,CaOSiTi,struct_0333_relaxed.cif
struct_0334.cif,-128.825,-128.82855,-0.0035552979,-8.0517845,16,Ca2O10Si2Ti2,struct_0334_relaxed.cif
struct_0335.cif,-88.71079,-88.84761,-0.13681793,-7.4039674,12,CaO8Si2Ti,struct_0335_relaxed.cif
struct_0336.cif,-40.97739,-40.981834,-0.0044441223,-6.8303056,6,CaOSi2Ti2,struct_0336_relaxed.cif
struct_0337.cif,-77.08143,-77.083496,-0.002067566,-7.7083497,10,Ca2O6SiTi,struct_0337_relaxed.cif
struct_0338.cif,-145.80093,-147.32901,-1.5280762,-7.3664503,20,Ca3O13Si2Ti2,struct_0338_relaxed.cif
struct_0339.cif,-75.05594,-75.297295,-0.2413559,-7.5297294,10,CaO6Si2Ti,struct_0339_relaxed.cif
struct_0340.cif,-55.417618,-55.423035,-0.00541687,-6.158115,9,Ca3O2Si2Ti2,struct_0340_relaxed.cif
struct_0341.cif,-50.74122,-51.16266,-0.42144012,-6.3953323,8,Ca2O2Si2Ti2,struct_0341_relaxed.cif
struct_0342.cif,-23.256433,-23.289644,-0.033210754,-5.822411,4,CaOSi2,struct_0342_relaxed.cif
struct_0343.cif,-77.081245,-77.08386,-0.0026168823,-7.7083864,10,Ca2O6SiTi,struct_0343_relaxed.cif
struct_0344.cif,-33.646187,-33.658665,-0.012477875,-5.6097775,6,Ca2O2Si2,struct_0344_relaxed.cif
struct_0345.cif,-88.52637,-88.94172,-0.41535187,-7.41181,12,CaO8Si2Ti,struct_0345_relaxed.cif
struct_0346.cif,-25.709337,-25.7341,-0.024763107,-6.433525,4,CaOSiTi,struct_0346_relaxed.cif
struct_0347.cif,-118.132614,-118.22958,-0.096969604,-7.8819723,15,Ca2O9Si2Ti2,struct_0347_relaxed.cif
struct_0348.cif,-40.20717,-40.209507,-0.0023384094,-8.041902,5,CaO3Ti,struct_0348_relaxed.cif
struct_0349.cif,-54.247875,-54.568306,-0.32043076,-6.8210382,8,Ca2O4SiTi,struct_0349_relaxed.cif
struct_0350.cif,-149.61653,-149.73926,-0.12272644,-7.486963,20,Ca4O12Si3Ti,struct_0350_relaxed.cif
struct_0351.cif,-139.25249,-139.40784,-0.15534973,-7.7448797,18,CaO12Si3Ti2,struct_0351_relaxed.cif
struct_0352.cif,-77.08274,-77.08482,-0.0020828247,-7.7084823,10,Ca2O6SiTi,struct_0352_relaxed.cif
struct_0353.cif,-92.38448,-92.5085,-0.12401581,-7.7090416,12,CaO8SiTi2,struct_0353_relaxed.cif
struct_0354.cif,-50.732864,-51.159782,-0.42691803,-6.394973,8,Ca2O2Si2Ti2,struct_0354_relaxed.cif
struct_0355.cif,-138.557,-138.94444,-0.3874359,-7.7191358,18,Ca2O11Si3Ti2,struct_0355_relaxed.cif
struct_0356.cif,-35.925343,-35.958702,-0.033359528,-5.993117,6,Ca2OSiTi2,struct_0356_relaxed.cif
struct_0357.cif,-89.02228,-89.07945,-0.057174683,-7.423288,12,Ca3O7SiTi,struct_0357_relaxed.cif
struct_0358.cif,-51.860386,-51.922935,-0.06254959,-7.417562,7,CaO4SiTi,struct_0358_relaxed.cif
struct_0359.cif,-77.06028,-77.07758,-0.017303467,-7.7077584,10,Ca2O6SiTi,struct_0359_relaxed.cif
struct_0360.cif,-77.98346,-78.37131,-0.3878479,-7.1246643,11,O8Si2Ti,struct_0360_relaxed.cif
struct_0361.cif,-98.725975,-98.93535,-0.20937347,-7.0668106,14,Ca2O7Si4Ti,struct_0361_relaxed.cif
struct_0362.cif,-39.734856,-39.92278,-0.18792343,-6.6537967,6,CaO2Si2Ti,struct_0362_relaxed.cif
struct_0363.cif,-25.452595,-25.473904,-0.021308899,-6.368476,4,CaOSiTi,struct_0363_relaxed.cif
struct_0364.cif,-89.914085,-89.96947,-0.055381775,-7.4974556,12,CaO8Si2Ti,struct_0364_relaxed.cif
struct_0365.cif,-88.52656,-88.536255,-0.00969696,-7.3780212,12,CaO8Si2Ti,struct_0365_relaxed.cif
struct_0366.cif,-87.06101,-89.7815,-2.7204895,-7.481792,12,CaO8Si2Ti,struct_0366_relaxed.cif
struct_0367.cif,-66.81886,-66.822205,-0.0033416748,-7.4246893,9,CaO6SiTi,struct_0367_relaxed.cif
struct_0368.cif,-40.97153,-40.97576,-0.0042304993,-6.8292937,6,CaOSi2Ti2,struct_0368_relaxed.cif
struct_0369.cif,-156.76309,-156.8991,-0.13600159,-7.8449545,20,Ca3O12Si2Ti3,struct_0369_relaxed.cif
struct_0370.cif,-128.82562,-128.82939,-0.003768921,-8.051837,16,Ca2O10Si2Ti2,struct_0370_relaxed.cif
struct_0371.cif,-25.179546,-25.383337,-0.20379066,-6.3458343,4,CaO2Si,struct_0371_relaxed.cif
struct_0372.cif,-77.074554,-77.07611,-0.0015563965,-7.707611,10,Ca2O6SiTi,struct_0372_relaxed.cif
struct_0373.cif,-139.93321,-140.43587,-0.502655,-7.391361,19,Ca3O12Si3Ti,struct_0373_relaxed.cif
struct_0374.cif,-99.607994,-101.29943,-1.6914368,-6.7532954,15,Ca3O4Si4Ti4,struct_0374_relaxed.cif
struct_0375.cif,-49.483868,-50.332905,-0.8490372,-6.291613,8,CaO2Si3Ti2,struct_0375_relaxed.cif
struct_0376.cif,-93.58132,-93.66278,-0.081459045,-7.8052316,12,Ca2O7SiTi2,struct_0376_relaxed.cif
struct_0377.cif,-34.15148,-34.213963,-0.062480927,-6.8427925,5,CaO2SiTi,struct_0377_relaxed.cif
struct_0378.cif,-142.13994,-142.36658,-0.2266388,-7.118329,20,Ca5O10Si3Ti2,struct_0378_relaxed.cif
struct_0379.cif,-149.01541,-150.45905,-1.443634,-7.522952,20,Ca3O12Si4Ti,struct_0379_relaxed.cif
struct_0380.cif,-23.264158,-23.2924,-0.028242111,-5.8231,4,CaOSi2,struct_0380_relaxed.cif
struct_0381.cif,-77.07893,-77.08001,-0.0010757446,-7.708001,10,Ca2O6SiTi,struct_0381_relaxed.cif
struct_0382.cif,-76.974,-76.97425,-0.00025177002,-7.697425,10,Ca2O6SiTi,struct_0382_relaxed.cif
struct_0383.cif,-140.45891,-140.68765,-0.2287445,-7.815981,18,Ca2O11Si3Ti2,struct_0383_relaxed.cif
struct_0384.cif,-133.60442,-133.63528,-0.03086853,-7.4241824,18,Ca2O12Si2Ti2,struct_0384_relaxed.cif
struct_0385.cif,-86.64334,-86.69331,-0.049972534,-7.8812103,11,CaO7Si2Ti,struct_0385_relaxed.cif
struct_0386.cif,-48.37109,-48.58222,-0.21112823,-6.0727773,8,Ca2O2Si2Ti2,struct_0386_relaxed.cif
struct_0387.cif,-28.360468,-28.360485,-1.7166138e-05,-5.672097,5,Ca2OSiTi,struct_0387_relaxed.cif
struct_0388.cif,-69.29147,-69.34473,-0.053253174,-6.9344726,10,Ca2O2Si2Ti4,struct_0388_relaxed.cif
struct_0389.cif,-47.03923,-49.715862,-2.676632,-6.214483,8,Ca2O4Si2,struct_0389_relaxed.cif
struct_0390.cif,-153.7645,-153.9786,-0.21411133,-7.6989303,20,Ca3O12Si3Ti2,struct_0390_relaxed.cif
struct_0391.cif,-25.737103,-25.755674,-0.018571854,-6.4389186,4,CaOSiTi,struct_0391_relaxed.cif
struct_0392.cif,-93.1311,-93.28277,-0.15166473,-7.773564,12,CaO8SiTi2,struct_0392_relaxed.cif
struct_0393.cif,-77.073494,-77.07835,-0.004852295,-7.7078347,10,Ca2O6SiTi,struct_0393_relaxed.cif
struct_0394.cif,-65.37203,-67.9314,-2.5593643,-6.7931395,10,Ca2O4Si2Ti2,struct_0394_relaxed.cif
struct_0395.cif,-52.242435,-52.440826,-0.19839096,-6.5551033,8,Ca2O2SiTi3,struct_0395_relaxed.cif
struct_0396.cif,-62.63579,-62.645958,-0.010166168,-7.8307447,8,O2Si2Ti4,struct_0396_relaxed.cif
struct_0397.cif,-88.52973,-88.57779,-0.048057556,-7.3814826,12,CaO8Si2Ti,struct_0397_relaxed.cif
struct_0398.cif,-35.841164,-35.906883,-0.065719604,-5.9844804,6,Ca2O2Si2,struct_0398_relaxed.cif
struct_0399.cif,-50.72594,-51.148983,-0.4230423,-6.393623,8,Ca2O2Si2Ti2,struct_0399_relaxed.cif
struct_0400.cif,-25.44576,-25.470776,-0.025014877,-6.367694,4,CaOSiTi,struct_0400_relaxed.cif
struct_0401.cif,-55.41967,-55.423897,-0.0042266846,-6.1582108,9,Ca3O2Si2Ti2,struct_0401_relaxed.cif
struct_0402.cif,-25.450733,-25.469995,-0.019262314,-6.367499,4,CaOSiTi,struct_0402_relaxed.cif
struct_0403.cif,-25.541677,-25.958668,-0.41699028,-6.489667,4,CaO2Si,struct_0403_relaxed.cif
struct_0404.cif,-29.008465,-29.011246,-0.0027809143,-7.2528114,4,CaO2Ti,struct_0404_relaxed.cif
struct_0405.cif,-35.9256,-35.960663,-0.035064697,-5.993444,6,Ca2OSiTi2,struct_0405_relaxed.cif
struct_0406.cif,-77.08186,-77.08492,-0.0030593872,-7.7084923,10,Ca2O6SiTi,struct_0406_relaxed.cif
struct_0407.cif,-66.81288,-66.815056,-0.0021743774,-7.423895,9,CaO6SiTi,struct_0407_relaxed.cif
struct_0408.cif,-76.97536,-76.975494,-0.0001373291,-7.6975493,10,Ca2O6SiTi,struct_0408_relaxed.cif
struct_0409.cif,-86.26654,-86.343216,-0.076675415,-7.195268,12,CaO8Si3,struct_0409_relaxed.cif
struct_0410.cif,-66.81474,-66.816925,-0.0021820068,-7.424103,9,CaO6SiTi,struct_0410_relaxed.cif
struct_0411.cif,-69.317535,-69.39375,-0.07621765,-6.9393754,10,Ca2O2Si2Ti4,struct_0411_relaxed.cif
struct_0412.cif,-78.367645,-78.602715,-0.23506927,-6.550226,12,Ca2OSi4Ti5,struct_0412_relaxed.cif
struct_0413.cif,-153.36082,-153.98526,-0.6244354,-7.699263,20,Ca2O13Si3Ti2,struct_0413_relaxed.cif
struct_0414.cif,-103.65674,-103.90964,-0.25289917,-6.927309,15,Ca3O5Si3Ti4,struct_0414_relaxed.cif
struct_0415.cif,-66.79691,-66.80494,-0.008026123,-7.422771,9,CaO6SiTi,struct_0415_relaxed.cif
struct_0416.cif,-23.259064,-23.291256,-0.03219223,-5.822814,4,CaOSi2,struct_0416_relaxed.cif
struct_0417.cif,-87.77884,-87.78701,-0.008171082,-7.980637,11,CaO7Si2Ti,struct_0417_relaxed.cif
struct_0418.cif,-88.52842,-88.92936,-0.40093994,-7.41078,12,CaO8Si2Ti,struct_0418_relaxed.cif
struct_0419.cif,-31.115547,-31.128164,-0.012617111,-7.782041,4,O2SiTi,struct_0419_relaxed.cif
struct_0420.cif,-74.72798,-74.75007,-0.022087097,-7.475007,10,CaO6Si2Ti,struct_0420_relaxed.cif
struct_0421.cif,-128.82521,-128.82964,-0.004425049,-8.051852,16,Ca2O10Si2Ti2,struct_0421_relaxed.cif
struct_0422.cif,-114.39414,-114.41856,-0.024414062,-8.172754,14,CaO9Si2Ti2,struct_0422_relaxed.cif
struct_0423.cif,-33.591347,-33.591442,-9.536743e-05,-6.7182884,5,CaOSiTi2,struct_0423_relaxed.cif
struct_0424.cif,-50.70378,-51.14743,-0.4436493,-6.393429,8,Ca2O2Si2Ti2,struct_0424_relaxed.cif
struct_0425.cif,-77.08325,-77.08397,-0.0007171631,-7.708397,10,Ca2O6SiTi,struct_0425_relaxed.cif
struct_0426.cif,-112.693596,-112.7736,-0.08000183,-8.055257,14,CaO9Si2Ti2,struct_0426_relaxed.cif
struct_0427.cif,-113.11854,-113.12346,-0.0049209595,-7.541564,15,Ca3O9Si2Ti,struct_0427_relaxed.cif
struct_0428.cif,-25.682257,-25.682398,-0.0001411438,-6.4205995,4,CaOSiTi,struct_0428_relaxed.cif
struct_0429.cif,-92.89216,-92.92962,-0.037460327,-7.744135,12,CaO8SiTi2,struct_0429_relaxed.cif
struct_0430.cif,-89.99735,-90.69061,-0.6932602,-7.557551,12,CaO8Si2Ti,struct_0430_relaxed.cif
struct_0431.cif,-50.74883,-51.168278,-0.41944885,-6.3960347,8,Ca2O2Si2Ti2,struct_0431_relaxed.cif
struct_0432.cif,-28.33699,-28.337183,-0.00019264221,-5.6674366,5,Ca2OSiTi,struct_0432_relaxed.cif
struct_0433.cif,-88.52852,-88.94928,-0.4207611,-7.41244,12,CaO8Si2Ti,struct_0433_relaxed.cif
struct_0434.cif,-88.53053,-88.95268,-0.42214966,-7.4127235,12,CaO8Si2Ti,struct_0434_relaxed.cif
struct_0435.cif,-75.90689,-75.91133,-0.0044403076,-8.434592,9,O6SiTi2,struct_0435_relaxed.cif
struct_0436.cif,-50.750534,-51.163204,-0.41267014,-6.3954005,8,Ca2O2Si2Ti2,struct_0436_relaxed.cif
struct_0437.cif,-156.04836,-156.74765,-0.69929504,-7.8373823,20,Ca2O12Si3Ti3,struct_0437_relaxed.cif
struct_0438.cif,-49.528126,-49.535675,-0.007549286,-7.076525,7,Ca2O4Si,struct_0438_relaxed.cif
struct_0439.cif,-27.217655,-27.320023,-0.1023674,-6.8300056,4,OSi2Ti,struct_0439_relaxed.cif
struct_0440.cif,-28.361423,-28.361439,-1.5258789e-05,-5.672288,5,Ca2OSiTi,struct_0440_relaxed.cif
struct_0441.cif,-113.25837,-113.33232,-0.07395172,-7.555488,15,Ca2O9Si3Ti,struct_0441_relaxed.cif
struct_0442.cif,-40.977413,-40.981018,-0.003604889,-6.8301697,6,CaOSi2Ti2,struct_0442_relaxed.cif
struct_0443.cif,-75.99041,-76.2784,-0.28798676,-6.356533,12,Ca4O4Si2Ti2,struct_0443_relaxed.cif
struct_0444.cif,-77.08006,-77.0808,-0.00074005127,-7.7080803,10,Ca2O6SiTi,struct_0444_relaxed.cif
struct_0445.cif,-25.541477,-25.56346,-0.021982193,-6.390865,4,CaO2Si,struct_0445_relaxed.cif
struct_0446.cif,-50.666927,-51.145096,-0.4781685,-6.393137,8,Ca2O2Si2Ti2,struct_0446_relaxed.cif
struct_0447.cif,-50.74901,-51.160305,-0.41129684,-6.395038,8,Ca2O2Si2Ti2,struct_0447_relaxed.cif
struct_0448.cif,-22.626253,-22.64135,-0.015096664,-7.5471168,3,OSiTi,struct_0448_relaxed.cif
