gen_file,gen_formula,best_cod,match_level,best_rmsd,best_rmsd_cod,lattice_diff_max_rel,angle_diff_max_deg,volume_diff_rel,gen_crystalsys,cod_crystalsys,candidates
struct_0265_relaxed.cif,Ca3Ti(SiO3)4,,unique,,,,,,monoclinic,,[]
struct_0266_relaxed.cif,CaTiSiO6,,unique,,,,,,trigonal,,[]
struct_0267_relaxed.cif,CaTiSiO,,unique,,,,,,trigonal,,[]
struct_0268_relaxed.cif,CaTi2Si3O10,,unique,,,,,,triclinic,,[]
struct_0269_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.005312954907453919,9001841 Ca2 O6 Si Ti.cif,0.40045770297461397,30.01456776877827,2.882738929168091,cubic,cubic,[]
struct_0270_relaxed.cif,CaTi2Si2O,,unique,,,,,,tetragonal,,[]
struct_0271_relaxed.cif,Ca2Ti3(SiO)2,,unique,,,,,,monoclinic,,[]
struct_0272_relaxed.cif,CaTi4Si2O3,,unique,,,,,,orthorhombic,,[]
struct_0273_relaxed.cif,CaTi2Si2O,,unique,,,,,,tetragonal,,[]
struct_0274_relaxed.cif,CaTiSiO,,unique,,,,,,tetragonal,,[]
struct_0275_relaxed.cif,Ca3Ti2SiO9,,unique,,,,,,triclinic,,[]
struct_0276_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0277_relaxed.cif,Ca2TiSi2,,unique,,,,,,orthorhombic,,[]
struct_0278_relaxed.cif,CaSi3O2,,unique,,,,,,monoclinic,,[]
struct_0279_relaxed.cif,CaTi2Si3O2,,unique,,,,,,triclinic,,[]
struct_0280_relaxed.cif,Ca2Ti2Si2O,,unique,,,,,,tetragonal,,[]
struct_0281_relaxed.cif,CaTiSi3O10,,unique,,,,,,triclinic,,[]
struct_0282_relaxed.cif,CaTiSiO,,unique,,,,,,trigonal,,[]
struct_0283_relaxed.cif,TiSiO2,,unique,,,,,,monoclinic,,[]
struct_0284_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0285_relaxed.cif,CaSiO2,,unique,,,,,,monoclinic,,[]
struct_0286_relaxed.cif,CaTiSi2O7,,unique,,,,,,triclinic,,[]
struct_0287_relaxed.cif,CaTi2Si2O,,unique,,,,,,tetragonal,,[]
struct_0288_relaxed.cif,Ca2TiSi2O7,,unique,,,,,,triclinic,,[]
struct_0289_relaxed.cif,TiSiO2,,unique,,,,,,monoclinic,,[]
struct_0290_relaxed.cif,Ca2Ti2SiO7,,unique,,,,,,monoclinic,,[]
struct_0291_relaxed.cif,CaSi2O3,,unique,,,,,,triclinic,,[]
struct_0292_relaxed.cif,Ca2TiSiO2,,unique,,,,,,tetragonal,,[]
struct_0293_relaxed.cif,CaTi(SiO3)2,,unique,,,,,,monoclinic,,[]
struct_0294_relaxed.cif,CaTiSi2O7,,unique,,,,,,monoclinic,,[]
struct_0295_relaxed.cif,CaSi2O,,unique,,,,,,trigonal,,[]
struct_0296_relaxed.cif,CaTiSiO,,unique,,,,,,tetragonal,,[]
struct_0297_relaxed.cif,CaTiSiO6,,unique,,,,,,trigonal,,[]
struct_0298_relaxed.cif,CaTiSiO,,unique,,,,,,triclinic,,[]
struct_0299_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0300_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,monoclinic,,[]
struct_0301_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.08422062314224293,9001841 Ca2 O6 Si Ti.cif,0.4085494815409115,29.91500843582463,2.9205177422866786,tetragonal,cubic,[]
struct_0302_relaxed.cif,CaTiSi2O7,,unique,,,,,,triclinic,,[]
struct_0303_relaxed.cif,Ca2Ti2Si2O9,,unique,,,,,,triclinic,,[]
struct_0304_relaxed.cif,CaTi2SiO6,,unique,,,,,,triclinic,,[]
struct_0305_relaxed.cif,Ca2Ti2Si2O,,unique,,,,,,tetragonal,,[]
struct_0306_relaxed.cif,CaTi2Si2O,,unique,,,,,,trigonal,,[]
struct_0307_relaxed.cif,TiSiO2,,unique,,,,,,monoclinic,,[]
struct_0308_relaxed.cif,CaTi(SiO)2,,unique,,,,,,trigonal,,[]
struct_0309_relaxed.cif,CaTi2SiO8,,unique,,,,,,monoclinic,,[]
struct_0310_relaxed.cif,CaTiSiO5,9005927 Ca O5 Si Ti.cif,unique,0.012197118136289799,9005927 Ca O5 Si Ti.cif,0.2846858526599499,15.70092078759022,0.9624506388048476,monoclinic,monoclinic,[]
struct_0311_relaxed.cif,Ca4TiSi2O9,,unique,,,,,,triclinic,,[]
struct_0312_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0313_relaxed.cif,CaTiSiO,,unique,,,,,,monoclinic,,[]
struct_0314_relaxed.cif,CaSiO2,,unique,,,,,,triclinic,,[]
struct_0315_relaxed.cif,CaTi2Si2O,,unique,,,,,,tetragonal,,[]
struct_0316_relaxed.cif,SiO3,,unique,,,,,,monoclinic,,[]
struct_0317_relaxed.cif,TiSiO,,unique,,,,,,trigonal,,[]
struct_0318_relaxed.cif,CaTiSiO,,unique,,,,,,trigonal,,[]
struct_0319_relaxed.cif,CaTiSiO,,unique,,,,,,tetragonal,,[]
struct_0320_relaxed.cif,CaSi2O,,unique,,,,,,monoclinic,,[]
struct_0321_relaxed.cif,CaTiSi2O7,,unique,,,,,,monoclinic,,[]
struct_0322_relaxed.cif,CaTiSiO6,,unique,,,,,,trigonal,,[]
struct_0323_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,monoclinic,,[]
struct_0324_relaxed.cif,CaTiSiO5,9005927 Ca O5 Si Ti.cif,unique,0.008743099273604728,9005927 Ca O5 Si Ti.cif,0.28550051960634604,15.897648327757764,0.9704959425997592,monoclinic,monoclinic,[]
struct_0325_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0326_relaxed.cif,CaTi2SiO7,,unique,,,,,,triclinic,,[]
struct_0327_relaxed.cif,Ca2TiSiO6,,unique,0.6093450412022638,,,,,triclinic,,[]
struct_0328_relaxed.cif,CaTi2SiO5,,unique,,,,,,tetragonal,,[]
struct_0329_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.08267737447299024,9001841 Ca2 O6 Si Ti.cif,0.40770108524993776,29.76598918235223,2.8886765049709853,tetragonal,cubic,[]
struct_0330_relaxed.cif,Ca4Ti3Si4O3,,unique,,,,,,triclinic,,[]
struct_0331_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0332_relaxed.cif,CaTi2Si2O7,,unique,,,,,,triclinic,,[]
struct_0333_relaxed.cif,CaTiSiO,,unique,,,,,,trigonal,,[]
struct_0334_relaxed.cif,CaTiSiO5,9005927 Ca O5 Si Ti.cif,unique,0.011386320213322759,9005927 Ca O5 Si Ti.cif,0.2858791618411613,15.621204484367468,0.9684374340236832,monoclinic,monoclinic,[]
struct_0335_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0336_relaxed.cif,CaTi2Si2O,,unique,,,,,,tetragonal,,[]
struct_0337_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.08691815457399987,9001841 Ca2 O6 Si Ti.cif,0.405428004054721,29.740332993225486,2.896726426654562,triclinic,cubic,[]
struct_0338_relaxed.cif,Ca3Ti2Si2O13,,unique,,,,,,triclinic,,[]
struct_0339_relaxed.cif,CaTi(SiO3)2,,unique,,,,,,triclinic,,[]
struct_0340_relaxed.cif,Ca3Ti2(SiO)2,,unique,,,,,,tetragonal,,[]
struct_0341_relaxed.cif,CaTiSiO,,unique,,,,,,tetragonal,,[]
struct_0342_relaxed.cif,CaSi2O,,unique,,,,,,trigonal,,[]
struct_0343_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.0883809886557083,9001841 Ca2 O6 Si Ti.cif,0.40680147107661657,29.889097411151667,2.926098576920559,monoclinic,cubic,[]
struct_0344_relaxed.cif,CaSiO,,unique,,,,,,tetragonal,,[]
struct_0345_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0346_relaxed.cif,CaTiSiO,,unique,,,,,,trigonal,,[]
struct_0347_relaxed.cif,Ca2Ti2Si2O9,,unique,,,,,,triclinic,,[]
struct_0348_relaxed.cif,CaTiO3,,unique,,,,,,monoclinic,,[]
struct_0349_relaxed.cif,Ca2TiSiO4,,unique,,,,,,triclinic,,[]
struct_0350_relaxed.cif,Ca4Ti(SiO4)3,,unique,,,,,,triclinic,,[]
struct_0351_relaxed.cif,CaTi2(SiO4)3,,unique,,,,,,triclinic,,[]
struct_0352_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.08582371356008921,9001841 Ca2 O6 Si Ti.cif,0.4066562491764899,29.878491914335925,2.9180694036424346,monoclinic,cubic,[]
struct_0353_relaxed.cif,CaTi2SiO8,,unique,,,,,,triclinic,,[]
struct_0354_relaxed.cif,CaTiSiO,,unique,,,,,,tetragonal,,[]
struct_0355_relaxed.cif,Ca2Ti2Si3O11,,unique,,,,,,triclinic,,[]
struct_0356_relaxed.cif,Ca2Ti2SiO,,unique,,,,,,tetragonal,,[]
struct_0357_relaxed.cif,Ca3TiSiO7,,unique,,,,,,triclinic,,[]
struct_0358_relaxed.cif,CaTiSiO4,,unique,,,,,,monoclinic,,[]
struct_0359_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.08232667070661417,9001841 Ca2 O6 Si Ti.cif,0.40656650910762193,29.889301031887996,2.903211315426204,tetragonal,cubic,[]
struct_0360_relaxed.cif,Ti(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0361_relaxed.cif,Ca2TiSi4O7,,unique,,,,,,triclinic,,[]
struct_0362_relaxed.cif,CaTi(SiO)2,,unique,,,,,,triclinic,,[]
struct_0363_relaxed.cif,CaTiSiO,,unique,,,,,,trigonal,,[]
struct_0364_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,trigonal,,[]
struct_0365_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,monoclinic,,[]
struct_0366_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0367_relaxed.cif,CaTiSiO6,,unique,,,,,,trigonal,,[]
struct_0368_relaxed.cif,CaTi2Si2O,,unique,,,,,,tetragonal,,[]
struct_0369_relaxed.cif,Ca3Ti3(SiO6)2,,unique,,,,,,triclinic,,[]
struct_0370_relaxed.cif,CaTiSiO5,9005927 Ca O5 Si Ti.cif,unique,0.011819598183119527,9005927 Ca O5 Si Ti.cif,0.28504807958856876,15.602333715736776,0.96563002958363,monoclinic,monoclinic,[]
struct_0371_relaxed.cif,CaSiO2,,unique,,,,,,triclinic,,[]
struct_0372_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.08495113740384017,9001841 Ca2 O6 Si Ti.cif,0.4073994855887821,29.77244894019745,2.881966305317385,tetragonal,cubic,[]
struct_0373_relaxed.cif,Ca3Ti(SiO4)3,,unique,,,,,,triclinic,,[]
struct_0374_relaxed.cif,Ca3Ti4(SiO)4,,unique,,,,,,monoclinic,,[]
struct_0375_relaxed.cif,CaTi2Si3O2,,unique,,,,,,triclinic,,[]
struct_0376_relaxed.cif,Ca2Ti2SiO7,,unique,,,,,,triclinic,,[]
struct_0377_relaxed.cif,CaTiSiO2,,unique,,,,,,monoclinic,,[]
struct_0378_relaxed.cif,Ca5Ti2Si3O10,,unique,,,,,,triclinic,,[]
struct_0379_relaxed.cif,Ca3Ti(SiO3)4,,unique,,,,,,triclinic,,[]
struct_0380_relaxed.cif,CaSi2O,,unique,,,,,,trigonal,,[]
struct_0381_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.08708702565162911,9001841 Ca2 O6 Si Ti.cif,0.4122087824111217,29.554047826730454,2.9352939626099754,triclinic,cubic,[]
struct_0382_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.005307178930238404,9001841 Ca2 O6 Si Ti.cif,0.39854120143487143,30.0769408377029,2.871947815739676,cubic,cubic,[]
struct_0383_relaxed.cif,Ca2Ti2Si3O11,,unique,,,,,,triclinic,,[]
struct_0384_relaxed.cif,CaTiSiO6,,unique,,,,,,monoclinic,,[]
struct_0385_relaxed.cif,CaTiSi2O7,,unique,,,,,,triclinic,,[]
struct_0386_relaxed.cif,CaTiSiO,,unique,,,,,,orthorhombic,,[]
struct_0387_relaxed.cif,Ca2TiSiO,,unique,,,,,,tetragonal,,[]
struct_0388_relaxed.cif,CaTi2SiO,,unique,,,,,,monoclinic,,[]
struct_0389_relaxed.cif,CaSiO2,,unique,,,,,,monoclinic,,[]
struct_0390_relaxed.cif,Ca3Ti2(SiO4)3,,unique,,,,,,triclinic,,[]
struct_0391_relaxed.cif,CaTiSiO,,unique,,,,,,orthorhombic,,[]
struct_0392_relaxed.cif,CaTi2SiO8,,unique,,,,,,monoclinic,,[]
struct_0393_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.08308651067816458,9001841 Ca2 O6 Si Ti.cif,0.407946458001195,29.772913236006474,2.8968549439484104,tetragonal,cubic,[]
struct_0394_relaxed.cif,CaTiSiO2,,unique,,,,,,triclinic,,[]
struct_0395_relaxed.cif,Ca2Ti3SiO2,,unique,,,,,,tetragonal,,[]
struct_0396_relaxed.cif,Ti2SiO,,unique,,,,,,orthorhombic,,[]
struct_0397_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0398_relaxed.cif,CaSiO,,unique,,,,,,monoclinic,,[]
struct_0399_relaxed.cif,CaTiSiO,,unique,,,,,,tetragonal,,[]
struct_0400_relaxed.cif,CaTiSiO,,unique,,,,,,trigonal,,[]
struct_0401_relaxed.cif,Ca3Ti2(SiO)2,,unique,,,,,,tetragonal,,[]
struct_0402_relaxed.cif,CaTiSiO,,unique,,,,,,trigonal,,[]
struct_0403_relaxed.cif,CaSiO2,,unique,,,,,,triclinic,,[]
struct_0404_relaxed.cif,CaTiO2,,unique,,,,,,trigonal,,[]
struct_0405_relaxed.cif,Ca2Ti2SiO,,unique,,,,,,tetragonal,,[]
struct_0406_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.08714918831805032,9001841 Ca2 O6 Si Ti.cif,0.4032842757053081,30.051955302642973,2.897895104559411,monoclinic,cubic,[]
struct_0407_relaxed.cif,CaTiSiO6,,unique,,,,,,trigonal,,[]
struct_0408_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.005283945872786107,9001841 Ca2 O6 Si Ti.cif,0.4010774840121829,30.011238310363645,2.8885640534950063,cubic,cubic,[]
struct_0409_relaxed.cif,CaSi3O8,,unique,,,,,,triclinic,,[]
struct_0410_relaxed.cif,CaTiSiO6,,unique,,,,,,trigonal,,[]
struct_0411_relaxed.cif,CaTi2SiO,,unique,,,,,,orthorhombic,,[]
struct_0412_relaxed.cif,Ca2Ti5Si4O,,unique,,,,,,tetragonal,,[]
struct_0413_relaxed.cif,Ca2Ti2Si3O13,,unique,,,,,,triclinic,,[]
struct_0414_relaxed.cif,Ca3Ti4Si3O5,,unique,,,,,,monoclinic,,[]
struct_0415_relaxed.cif,CaTiSiO6,,unique,,,,,,trigonal,,[]
struct_0416_relaxed.cif,CaSi2O,,unique,,,,,,trigonal,,[]
struct_0417_relaxed.cif,CaTiSi2O7,,unique,,,,,,triclinic,,[]
struct_0418_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0419_relaxed.cif,TiSiO2,,unique,,,,,,trigonal,,[]
struct_0420_relaxed.cif,CaTi(SiO3)2,,unique,,,,,,triclinic,,[]
struct_0421_relaxed.cif,CaTiSiO5,9005927 Ca O5 Si Ti.cif,unique,0.010294785593183158,9005927 Ca O5 Si Ti.cif,0.2847113687177464,15.72011229425749,0.963936155798199,monoclinic,monoclinic,[]
struct_0422_relaxed.cif,CaTi2Si2O9,,unique,,,,,,triclinic,,[]
struct_0423_relaxed.cif,CaTi2SiO,,unique,,,,,,tetragonal,,[]
struct_0424_relaxed.cif,CaTiSiO,,unique,,,,,,tetragonal,,[]
struct_0425_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.08645838842257225,9001841 Ca2 O6 Si Ti.cif,0.4068046800882083,29.75464341112609,2.910324148937251,trigonal,cubic,[]
struct_0426_relaxed.cif,CaTi2Si2O9,,unique,,,,,,triclinic,,[]
struct_0427_relaxed.cif,Ca3TiSi2O9,,unique,,,,,,trigonal,,[]
struct_0428_relaxed.cif,CaTiSiO,,unique,,,,,,hexagonal,,[]
struct_0429_relaxed.cif,CaTi2SiO8,,unique,,,,,,triclinic,,[]
struct_0430_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0431_relaxed.cif,CaTiSiO,,unique,,,,,,tetragonal,,[]
struct_0432_relaxed.cif,Ca2TiSiO,,unique,,,,,,tetragonal,,[]
struct_0433_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0434_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0435_relaxed.cif,Ti2SiO6,,unique,,,,,,trigonal,,[]
struct_0436_relaxed.cif,CaTiSiO,,unique,,,,,,tetragonal,,[]
struct_0437_relaxed.cif,Ca2Ti3(SiO4)3,,unique,,,,,,triclinic,,[]
struct_0438_relaxed.cif,Ca2SiO4,,unique,,,,,,triclinic,,[]
struct_0439_relaxed.cif,TiSi2O,,unique,,,,,,triclinic,,[]
struct_0440_relaxed.cif,Ca2TiSiO,,unique,,,,,,tetragonal,,[]
struct_0441_relaxed.cif,Ca2Ti(SiO3)3,,unique,,,,,,triclinic,,[]
struct_0442_relaxed.cif,CaTi2Si2O,,unique,,,,,,tetragonal,,[]
struct_0443_relaxed.cif,Ca2TiSiO2,,unique,,,,,,triclinic,,[]
struct_0444_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.08718652709823015,9001841 Ca2 O6 Si Ti.cif,0.40259475950617585,29.83351084230305,2.881089148165093,triclinic,cubic,[]
struct_0445_relaxed.cif,CaSiO2,,unique,,,,,,monoclinic,,[]
struct_0446_relaxed.cif,CaTiSiO,,unique,,,,,,tetragonal,,[]
struct_0447_relaxed.cif,CaTiSiO,,unique,,,,,,tetragonal,,[]
struct_0448_relaxed.cif,TiSiO,,unique,,,,,,monoclinic,,[]
struct_0449_relaxed.cif,TiSiO4,,unique,,,,,,tetragonal,,[]
struct_0450_relaxed.cif,Ca(SiO3)2,,unique,,,,,,trigonal,,[]
struct_0451_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,monoclinic,,[]
struct_0452_relaxed.cif,Ca2Ti2Si3O,,unique,,,,,,tetragonal,,[]
struct_0453_relaxed.cif,TiSiO2,,unique,,,,,,monoclinic,,[]
struct_0454_relaxed.cif,CaTiSi3O7,,unique,,,,,,triclinic,,[]
struct_0455_relaxed.cif,CaTi2SiO,,unique,,,,,,tetragonal,,[]
struct_0456_relaxed.cif,Ca3Ti(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0457_relaxed.cif,CaTiSi2O7,,unique,,,,,,monoclinic,,[]
struct_0458_relaxed.cif,CaTiSiO,,unique,,,,,,tetragonal,,[]
struct_0459_relaxed.cif,Ca2Ti3Si2O13,,unique,,,,,,triclinic,,[]
struct_0460_relaxed.cif,Ca3TiSi2O,,unique,,,,,,orthorhombic,,[]
struct_0461_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0462_relaxed.cif,CaTiSi,,unique,,,,,,orthorhombic,,[]
struct_0463_relaxed.cif,Ca2Ti3SiO8,,unique,,,,,,triclinic,,[]
struct_0464_relaxed.cif,CaTiSiO5,9005927 Ca O5 Si Ti.cif,unique,0.009572637253954923,9005927 Ca O5 Si Ti.cif,0.285193695681187,15.66880295188433,0.9659631459058365,monoclinic,monoclinic,[]
struct_0465_relaxed.cif,Ca3Ti2Si2O,,unique,,,,,,tetragonal,,[]
struct_0466_relaxed.cif,CaTi2Si2O,,unique,,,,,,tetragonal,,[]
struct_0467_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0468_relaxed.cif,Ca2Ti2Si2O11,,unique,,,,,,triclinic,,[]
struct_0469_relaxed.cif,CaTiSiO,,unique,,,,,,tetragonal,,[]
struct_0470_relaxed.cif,CaTiSiO,,unique,,,,,,monoclinic,,[]
struct_0471_relaxed.cif,CaTiSiO4,,unique,,,,,,monoclinic,,[]
struct_0472_relaxed.cif,CaSiO,,unique,,,,,,triclinic,,[]
struct_0473_relaxed.cif,Ca3Ti(SiO4)2,,unique,,,,,,monoclinic,,[]
struct_0474_relaxed.cif,Ca2TiSi2O7,,unique,,,,,,triclinic,,[]
struct_0475_relaxed.cif,CaTiSiO,,unique,,,,,,monoclinic,,[]
struct_0476_relaxed.cif,CaTiSiO,,unique,,,,,,orthorhombic,,[]
struct_0477_relaxed.cif,CaTi2Si2O,,unique,,,,,,tetragonal,,[]
struct_0478_relaxed.cif,CaTi2Si3O10,,unique,,,,,,triclinic,,[]
struct_0479_relaxed.cif,CaTiSiO,,unique,,,,,,orthorhombic,,[]
struct_0480_relaxed.cif,Ca2TiSi2O7,,unique,,,,,,triclinic,,[]
struct_0481_relaxed.cif,CaTi2Si2O7,,unique,,,,,,triclinic,,[]
struct_0482_relaxed.cif,CaTiSiO,,unique,,,,,,trigonal,,[]
struct_0483_relaxed.cif,CaTiSiO,,unique,,,,,,trigonal,,[]
struct_0484_relaxed.cif,CaTi2SiO6,,unique,,,,,,triclinic,,[]
struct_0485_relaxed.cif,CaSi2O,,unique,,,,,,trigonal,,[]
struct_0486_relaxed.cif,Ca3Ti(SiO3)4,,unique,,,,,,triclinic,,[]
struct_0487_relaxed.cif,Ca2TiSi2,,unique,,,,,,monoclinic,,[]
struct_0488_relaxed.cif,Ca4Ti3SiO10,,unique,,,,,,triclinic,,[]
struct_0489_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.08401681005136873,9001841 Ca2 O6 Si Ti.cif,0.4070856401474722,29.79328130231059,2.880004361650368,tetragonal,cubic,[]
struct_0490_relaxed.cif,CaSi2O,,unique,,,,,,trigonal,,[]
struct_0491_relaxed.cif,CaSiO2,,unique,,,,,,triclinic,,[]
struct_0492_relaxed.cif,CaTiSiO5,,unique,0.6124589927875822,,,,,triclinic,,[]
struct_0493_relaxed.cif,Ca2TiSiO,,unique,,,,,,monoclinic,,[]
struct_0494_relaxed.cif,CaTi(SiO3)2,,unique,,,,,,triclinic,,[]
struct_0495_relaxed.cif,CaSiO2,,unique,,,,,,triclinic,,[]
struct_0496_relaxed.cif,Ca2Ti2Si3O11,,unique,,,,,,triclinic,,[]
struct_0497_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.005329205558387695,9001841 Ca2 O6 Si Ti.cif,0.40093302241776735,30.021646783955163,2.8823259210527663,cubic,cubic,[]
struct_0498_relaxed.cif,Ca2TiSiO4,,unique,,,,,,triclinic,,[]
struct_0499_relaxed.cif,CaTiSiO5,9005927 Ca O5 Si Ti.cif,unique,0.012915956978161043,9005927 Ca O5 Si Ti.cif,0.2845460500545337,15.739611109785344,0.9601498776731431,monoclinic,monoclinic,[]
struct_0500_relaxed.cif,CaTiSiO,,unique,,,,,,trigonal,,[]
struct_0501_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.0883053066125643,9001841 Ca2 O6 Si Ti.cif,0.40953699549834255,29.657758010718922,2.923813510058916,triclinic,cubic,[]
struct_0502_relaxed.cif,CaTi2Si2O,,unique,,,,,,tetragonal,,[]
struct_0503_relaxed.cif,Ca(SiO2)3,,unique,,,,,,triclinic,,[]
struct_0504_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0505_relaxed.cif,CaTiO2,,unique,,,,,,monoclinic,,[]
struct_0506_relaxed.cif,Ca3Ti2Si2O3,,unique,,,,,,triclinic,,[]
struct_0507_relaxed.cif,TiSiO2,,unique,,,,,,monoclinic,,[]
struct_0508_relaxed.cif,Ca2TiSiO5,,unique,,,,,,triclinic,,[]
struct_0509_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0510_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.08349902132914575,9001841 Ca2 O6 Si Ti.cif,0.40928749756784666,29.82543865920246,2.9181052099878544,monoclinic,cubic,[]
struct_0511_relaxed.cif,Ca4Ti(SiO4)3,,unique,,,,,,triclinic,,[]
struct_0512_relaxed.cif,CaTi2SiO8,,unique,,,,,,triclinic,,[]
struct_0513_relaxed.cif,Ca3Ti3Si3O5,,unique,,,,,,triclinic,,[]
struct_0514_relaxed.cif,CaSiO,,unique,,,,,,trigonal,,[]
struct_0515_relaxed.cif,Ca2Ti3Si2O,,unique,,,,,,tetragonal,,[]
struct_0516_relaxed.cif,CaTi(SiO)3,,unique,,,,,,triclinic,,[]
struct_0517_relaxed.cif,Ca2TiSiO2,,unique,,,,,,monoclinic,,[]
struct_0518_relaxed.cif,Ca2TiSiO6,,unique,,,,,,triclinic,,[]
struct_0519_relaxed.cif,CaTi(SiO3)2,,unique,,,,,,triclinic,,[]
struct_0520_relaxed.cif,Ca(SiO3)2,,unique,,,,,,trigonal,,[]
struct_0521_relaxed.cif,CaTi2Si2O3,,unique,,,,,,triclinic,,[]
struct_0522_relaxed.cif,CaTiSiO6,,unique,,,,,,monoclinic,,[]
struct_0523_relaxed.cif,CaTiSiO6,,unique,,,,,,trigonal,,[]
struct_0524_relaxed.cif,CaSiO2,,unique,,,,,,triclinic,,[]
struct_0525_relaxed.cif,CaSiO2,,unique,,,,,,triclinic,,[]
struct_0526_relaxed.cif,CaTiSiO,,unique,,,,,,tetragonal,,[]
struct_0527_relaxed.cif,CaTiSiO3,,unique,,,,,,triclinic,,[]
struct_0528_relaxed.cif,Ca3Ti(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0529_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0530_relaxed.cif,Ca3Ti(SiO)2,,unique,,,,,,monoclinic,,[]
struct_0531_relaxed.cif,Ca2TiSi2O7,,unique,,,,,,triclinic,,[]
struct_0532_relaxed.cif,CaTiSiO,,unique,,,,,,monoclinic,,[]
struct_0533_relaxed.cif,CaTiSiO,,unique,,,,,,trigonal,,[]
struct_0534_relaxed.cif,CaTiSiO5,9005927 Ca O5 Si Ti.cif,unique,0.010009137150748984,9005927 Ca O5 Si Ti.cif,0.2848680812384103,15.741812613929142,0.9699753904396669,monoclinic,monoclinic,[]
struct_0535_relaxed.cif,CaTi(SiO3)2,,unique,,,,,,triclinic,,[]
struct_0536_relaxed.cif,Ca3Ti2(SiO4)3,,unique,,,,,,triclinic,,[]
struct_0537_relaxed.cif,CaTi2Si2O7,,unique,,,,,,triclinic,,[]
struct_0538_relaxed.cif,TiSiO4,,unique,,,,,,monoclinic,,[]
struct_0539_relaxed.cif,Ca3Ti4SiO12,,unique,,,,,,triclinic,,[]
struct_0540_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.08609391557119248,9001841 Ca2 O6 Si Ti.cif,0.4025735333331592,29.898029548710042,2.881762970684624,triclinic,cubic,[]
